Location,Year,Characteristic,School Type,Enrolments,Total Attendance Sessions,Total Sessions - Absence,Authorised Absence Sessions,Unauthorised Absence Sessions,Overall Absence Rate (%),Authorised Absence Rate (%),Unauthorised Absence Rate (%),Enrolments - Persistent Absence (10 or more sessions),Persistent Absence Rate (%),Enrolments - Severe Absence (50 or more sessions),Severe Absence Rate
Bradford,202122,NC Year 9,Special,135,48956,9328,6466,2862,19.05384,13.20778,5.84607,71,52.59259,12,8.888888889
Bradford,202122,NC Year 9,State-funded secondary,7395,2551473,304139,162453,141686,11.92013,6.36703,5.55311,2785,37.66058,346,4.678837052
Bradford,202122,NC Year 1 and below,Total,8043,2886974,227543,155257,72286,7.88171,5.37785,2.50387,2175,27.04215,54,0.671391272
Bradford,201718,NC Year Not followed or missing,State-funded primary,338,10422,1991,559,1432,19.10382,5.36365,13.74017,154,45.56213,68,20.1183432
Bradford,201718,NC Year Not followed or missing,State-funded secondary,282,9803,2372,529,1843,24.19667,5.39631,18.80037,150,53.19149,71,25.17730496
Bradford,201718,NC Year Not followed or missing,Special,4,74,4,0,4,5.40541,0,5.40541,1,25,1,25
Bradford,201718,NC Year Not followed or missing,Total,624,20299,4367,1088,3279,21.51338,5.35987,16.15351,305,48.87821,140,22.43589744
Bradford,201819,NC Year Not followed or missing,State-funded secondary,297,9419,2382,654,1728,25.28931,6.94341,18.3459,164,55.21886,66,22.22222222
Bradford,201819,NC Year Not followed or missing,Special,5,74,46,46,0,62.16216,62.16216,0,4,80,4,80
Bradford,201819,NC Year Not followed or missing,Total,610,19011,4493,1276,3217,23.63369,6.7119,16.92178,316,51.80328,145,23.7704918
Bradford,201819,NC Year Not followed or missing,State-funded primary,308,9518,2065,576,1489,21.69573,6.05169,15.64404,148,48.05195,75,24.35064935
Bradford,202021,NC Year Not followed or missing,Total,531,12200,3889,1330,2559,31.87705,10.90164,20.97541,330,62.14689,208,39.17137476
Bradford,202021,NC Year Not followed or missing,State-funded secondary,221,5208,1894,648,1246,36.36713,12.4424,23.92473,158,71.49321,97,43.89140271
Bradford,202021,NC Year Not followed or missing,State-funded primary,298,6940,1965,676,1289,28.31412,9.74063,18.57349,169,56.71141,109,36.57718121
Bradford,202021,NC Year Not followed or missing,Special,12,52,30,6,24,57.69231,11.53846,46.15385,3,25,2,16.66666667
Bradford,202122,NC Year Not followed or missing,Special,3,134,26,26,0,19.40299,19.40299,0,1,33.33333,1,33.33333333
Bradford,202122,NC Year Not followed or missing,State-funded primary,399,12933,3336,1150,2186,25.79448,8.89198,16.9025,206,51.62907,104,26.06516291
Bradford,202122,NC Year Not followed or missing,State-funded secondary,300,8660,3270,778,2492,37.75982,8.98383,28.77598,231,77,142,47.33333333
Bradford,202122,NC Year 3,Total,8115,2923325,201537,130340,71197,6.8941,4.45862,2.43548,1762,21.71288,56,0.690080099
Bradford,201718,Not minority ethnic,Total,36457,12718520,671274,419809,251465,5.27793,3.30077,1.97716,4940,13.55021,382,1.047809748
Bradford,201718,Not minority ethnic,State-funded secondary,15082,5121522,342653,190574,152079,6.69045,3.72104,2.96941,2814,18.658,299,1.98249569
Bradford,201718,Not minority ethnic,Special,376,129574,11870,9791,2079,9.16079,7.5563,1.60449,98,26.06383,13,3.457446809
Bradford,201718,Not minority ethnic,State-funded primary,20999,7467424,316751,219444,97307,4.24177,2.93868,1.30309,2028,9.6576,70,0.333349207
Bradford,201819,Not minority ethnic,Special,404,145362,12609,11175,1434,8.67421,7.6877,0.9865,97,24.0099,11,2.722772277
Bradford,201819,Not minority ethnic,Total,36307,13003490,698757,430042,268715,5.37361,3.30713,2.06648,4879,13.43818,475,1.308287658
Bradford,201819,Not minority ethnic,State-funded primary,20943,7634646,312875,217814,95061,4.09809,2.85297,1.24513,1956,9.33964,76,0.362889748
Bradford,201819,Not minority ethnic,State-funded secondary,14960,5223482,373273,201053,172220,7.14606,3.84902,3.29703,2826,18.89037,388,2.593582888
Bradford,202021,Not minority ethnic,State-funded primary,20705,7467267,272950,185194,87756,3.65529,2.48008,1.17521,1874,9.05095,132,0.637527167
Bradford,202021,Not minority ethnic,State-funded secondary,15949,5290011,428404,245861,182543,8.09836,4.64765,3.45071,3708,23.24911,577,3.617781679
Bradford,202021,Not minority ethnic,Total,37182,12938283,736088,459249,276839,5.68922,3.54954,2.13969,5895,15.85445,756,2.033241891
Bradford,202021,Not minority ethnic,Special,528,181005,34734,28194,6540,19.18953,15.57637,3.61316,313,59.2803,47,8.901515152
Bradford,202122,Not minority ethnic,Special,489,171709,26984,19082,7902,15.71496,11.11299,4.60197,211,43.14928,45,9.202453988
Bradford,202122,Not minority ethnic,State-funded primary,20518,7339165,460231,336024,124207,6.27089,4.5785,1.69239,3694,18.0037,156,0.760308022
Bradford,202122,Not minority ethnic,State-funded secondary,15776,5300510,656268,367346,288922,12.38122,6.93039,5.45083,5590,35.43357,989,6.269016227
Bradford,202122,NC Year 4,Total,8132,2937420,199090,127584,71506,6.77772,4.3434,2.43431,1716,21.10182,56,0.688637482
Bradford,201718,SEN primary need Autistic spectrum disorder,State-funded secondary,301,103622,6486,3861,2625,6.25929,3.72604,2.53325,50,16.6113,6,1.993355482
Bradford,201718,SEN primary need Autistic spectrum disorder,State-funded primary,350,122134,6293,4732,1561,5.15254,3.87443,1.2781,53,15.14286,1,0.285714286
Bradford,201718,SEN primary need Autistic spectrum disorder,Special,316,112661,8001,6868,1133,7.10184,6.09616,1.00567,69,21.83544,4,1.265822785
Bradford,201718,SEN primary need Autistic spectrum disorder,Total,967,338417,20780,15461,5319,6.14035,4.56862,1.57173,172,17.78697,11,1.13753878
Bradford,201819,SEN primary need Autistic spectrum disorder,State-funded primary,386,141109,7807,5825,1982,5.5326,4.12801,1.40459,50,12.95337,4,1.03626943
Bradford,201819,SEN primary need Autistic spectrum disorder,State-funded secondary,336,118822,8536,4981,3555,7.18385,4.19198,2.99187,64,19.04762,9,2.678571429
Bradford,201819,SEN primary need Autistic spectrum disorder,Total,1068,386144,25592,19049,6543,6.62758,4.93313,1.69445,189,17.69663,17,1.5917603
Bradford,201819,SEN primary need Autistic spectrum disorder,Special,346,126213,9249,8243,1006,7.32809,6.53102,0.79707,75,21.6763,4,1.156069364
Bradford,202021,SEN primary need Autistic spectrum disorder,Total,1367,478974,53918,43281,10637,11.25698,9.03619,2.22079,504,36.86906,44,3.21872714
Bradford,202021,SEN primary need Autistic spectrum disorder,State-funded secondary,464,159201,21151,16148,5003,13.28572,10.14315,3.14257,178,38.36207,23,4.956896552
Bradford,202021,SEN primary need Autistic spectrum disorder,State-funded primary,486,174393,11986,8753,3233,6.87298,5.01912,1.85386,103,21.19342,7,1.440329218
Bradford,202021,SEN primary need Autistic spectrum disorder,Special,417,145380,20781,18380,2401,14.29426,12.64273,1.65153,223,53.47722,14,3.357314149
Bradford,202122,SEN primary need Autistic spectrum disorder,Special,426,154984,15930,13364,2566,10.27848,8.62283,1.65565,141,33.09859,9,2.112676056
Bradford,202122,SEN primary need Autistic spectrum disorder,State-funded primary,559,202610,17393,12530,4863,8.58447,6.18429,2.40018,153,27.3703,9,1.610017889
Bradford,202122,SEN primary need Autistic spectrum disorder,State-funded secondary,603,205988,33078,21410,11668,16.05822,10.39381,5.66441,245,40.63018,55,9.12106136
Bradford,202122,NC Year 5,Total,8191,2970870,204980,134877,70103,6.89966,4.53998,2.35968,1744,21.29166,70,0.854596508
Bradford,201718,SEN primary need Hearing impairment,Total,373,128661,7276,4717,2559,5.65517,3.66622,1.98895,61,16.35389,3,0.804289544
Bradford,201718,SEN primary need Hearing impairment,State-funded primary,211,73191,3960,2571,1389,5.4105,3.51273,1.89777,33,15.63981,1,0.473933649
Bradford,201718,SEN primary need Hearing impairment,Special,4,1486,136,126,10,9.15209,8.47914,0.67295,1,25,0,0
Bradford,201718,SEN primary need Hearing impairment,State-funded secondary,158,53984,3180,2020,1160,5.89063,3.74185,2.14878,27,17.08861,2,1.265822785
Bradford,201819,SEN primary need Hearing impairment,Total,391,141823,8936,5922,3014,6.30081,4.17563,2.12518,75,19.18159,4,1.023017903
Bradford,201819,SEN primary need Hearing impairment,State-funded primary,217,79799,4718,2855,1863,5.91235,3.57774,2.33462,42,19.35484,2,0.921658986
Bradford,201819,SEN primary need Hearing impairment,Special,6,2272,374,339,35,16.46127,14.92077,1.54049,4,66.66667,0,0
Bradford,201819,SEN primary need Hearing impairment,State-funded secondary,168,59752,3844,2728,1116,6.43326,4.56554,1.86772,29,17.2619,2,1.19047619
Bradford,202021,SEN primary need Hearing impairment,Total,387,133835,11343,7044,4299,8.47536,5.2632,3.21216,102,26.35659,6,1.550387597
Bradford,202021,SEN primary need Hearing impairment,State-funded primary,197,71639,4539,3086,1453,6.33593,4.30771,2.02822,40,20.30457,1,0.507614213
Bradford,202021,SEN primary need Hearing impairment,Special,7,2568,748,688,60,29.12773,26.79128,2.33645,6,85.71429,0,0
Bradford,202021,SEN primary need Hearing impairment,State-funded secondary,183,59628,6056,3270,2786,10.1563,5.484,4.6723,56,30.60109,5,2.732240437
Bradford,202122,SEN primary need Hearing impairment,Special,6,2254,582,510,72,25.82076,22.62644,3.19432,5,83.33333,1,16.66666667
Bradford,202122,SEN primary need Hearing impairment,State-funded primary,192,69529,6168,3373,2795,8.87112,4.85121,4.01991,55,28.64583,6,3.125
Bradford,202122,SEN primary need Hearing impairment,State-funded secondary,172,55692,7594,4502,3092,13.63571,8.08375,5.55196,74,43.02326,9,5.23255814
Bradford,202122,NC Year 6,Total,8247,3015503,204613,134954,69659,6.78537,4.47534,2.31003,1707,20.69844,71,0.860919122
Bradford,201718,SEN primary need Moderate learning difficulty,Special,13,4689,899,626,273,19.17253,13.35039,5.82214,4,30.76923,2,15.38461538
Bradford,201718,SEN primary need Moderate learning difficulty,Total,4533,1583089,108251,57772,50479,6.83796,3.64932,3.18864,899,19.83234,48,1.05890139
Bradford,201718,SEN primary need Moderate learning difficulty,State-funded secondary,2003,692274,56848,26997,29851,8.21178,3.89976,4.31202,491,24.51323,42,2.096854718
Bradford,201718,SEN primary need Moderate learning difficulty,State-funded primary,2517,886126,50504,30149,20355,5.69942,3.40234,2.29708,404,16.05085,4,0.158919348
Bradford,201819,SEN primary need Moderate learning difficulty,Special,16,5731,785,653,132,13.69744,11.39417,2.30326,6,37.5,1,6.25
Bradford,201819,SEN primary need Moderate learning difficulty,State-funded primary,2461,890938,49833,29900,19933,5.59332,3.35601,2.2373,430,17.47257,6,0.243803332
Bradford,201819,SEN primary need Moderate learning difficulty,Total,4374,1560815,107933,57112,50821,6.91517,3.65911,3.25606,888,20.30178,54,1.234567901
Bradford,201819,SEN primary need Moderate learning difficulty,State-funded secondary,1897,664146,57315,26559,30756,8.62988,3.99897,4.63091,452,23.8271,47,2.477596205
Bradford,202021,SEN primary need Moderate learning difficulty,State-funded primary,1844,671033,42924,25260,17664,6.3967,3.76435,2.63236,363,19.68547,8,0.433839479
Bradford,202021,SEN primary need Moderate learning difficulty,Special,18,6339,1688,1580,108,26.62881,24.92507,1.70374,17,94.44444,1,5.555555556
Bradford,202021,SEN primary need Moderate learning difficulty,Total,3637,1275148,109242,61966,47276,8.56701,4.85951,3.70749,1001,27.52268,70,1.924663184
Bradford,202021,SEN primary need Moderate learning difficulty,State-funded secondary,1775,597776,64630,35126,29504,10.81174,5.87611,4.93563,621,34.98592,61,3.436619718
Bradford,202122,SEN primary need Moderate learning difficulty,Special,16,5535,704,437,267,12.71906,7.89521,4.82385,6,37.5,1,6.25
Bradford,202122,SEN primary need Moderate learning difficulty,State-funded primary,1797,658830,57084,34024,23060,8.66445,5.16431,3.50014,545,30.32832,19,1.057317752
Bradford,202122,SEN primary need Moderate learning difficulty,State-funded secondary,1845,634968,90236,42452,47784,14.21111,6.68569,7.52542,845,45.79946,108,5.853658537
Bradford,202122,SEN provision SEN Support,Total,12150,4273658,510125,285020,225105,11.9365,6.66923,5.26727,4520,37.20165,618,5.086419753
Bradford,201718,SEN primary need Multi-sensory impairment,State-funded secondary,4,1396,53,35,18,3.79656,2.50716,1.2894,0,0,0,0
Bradford,201718,SEN primary need Multi-sensory impairment,State-funded primary,4,1478,61,58,3,4.1272,3.92422,0.20298,0,0,0,0
Bradford,201718,SEN primary need Multi-sensory impairment,Special,1,322,22,22,0,6.8323,6.8323,0,0,0,0,0
Bradford,201718,SEN primary need Multi-sensory impairment,Total,9,3196,136,115,21,4.25532,3.59825,0.65707,0,0,0,0
Bradford,201819,SEN primary need Multi-sensory impairment,State-funded primary,6,2280,162,120,42,7.10526,5.26316,1.84211,1,16.66667,0,0
Bradford,201819,SEN primary need Multi-sensory impairment,State-funded secondary,4,1440,49,35,14,3.40278,2.43056,0.97222,0,0,0,0
Bradford,201819,SEN primary need Multi-sensory impairment,Total,13,4658,298,236,62,6.3976,5.06655,1.33104,2,15.38462,0,0
Bradford,201819,SEN primary need Multi-sensory impairment,Special,3,938,87,81,6,9.27505,8.63539,0.63966,1,33.33333,0,0
Bradford,202021,SEN primary need Multi-sensory impairment,Total,21,7628,643,502,141,8.42947,6.58102,1.84845,6,28.57143,1,4.761904762
Bradford,202021,SEN primary need Multi-sensory impairment,State-funded secondary,4,1301,76,42,34,5.84166,3.22829,2.61337,1,25,0,0
Bradford,202021,SEN primary need Multi-sensory impairment,State-funded primary,13,4841,250,143,107,5.16422,2.95394,2.21029,3,23.07692,0,0
Bradford,202021,SEN primary need Multi-sensory impairment,Special,4,1486,317,317,0,21.33244,21.33244,0,2,50,1,25
Bradford,202122,SEN primary need Multi-sensory impairment,Special,4,1409,504,464,40,35.77005,32.93116,2.83889,3,75,1,25
Bradford,202122,SEN primary need Multi-sensory impairment,State-funded primary,12,4388,395,250,145,9.00182,5.69736,3.30447,5,41.66667,0,0
Bradford,202122,SEN primary need Multi-sensory impairment,State-funded secondary,2,625,254,254,0,40.64,40.64,0,1,50,1,50
Bradford,202122,FSM eligible,Total,25055,8668948,1075307,557709,517598,12.40412,6.43341,5.97071,10407,41.53662,1164,4.645779286
Bradford,201718,SEN primary need No specialist assessment,State-funded secondary,23,7902,246,172,74,3.11314,2.17666,0.93647,1,4.34783,0,0
Bradford,201718,SEN primary need No specialist assessment,State-funded primary,155,56071,3029,1938,1091,5.40208,3.45633,1.94575,22,14.19355,1,0.64516129
Bradford,201718,SEN primary need No specialist assessment,Total,178,63973,3275,2110,1165,5.11935,3.29827,1.82108,23,12.92135,1,0.561797753
Bradford,201819,SEN primary need No specialist assessment,Total,219,81387,4474,3044,1430,5.49719,3.74016,1.75704,32,14.61187,2,0.913242009
Bradford,201819,SEN primary need No specialist assessment,State-funded primary,184,68454,3597,2464,1133,5.25462,3.5995,1.65513,23,12.5,2,1.086956522
Bradford,201819,SEN primary need No specialist assessment,Special,3,1140,118,112,6,10.35088,9.82456,0.52632,2,66.66667,0,0
Bradford,201819,SEN primary need No specialist assessment,State-funded secondary,32,11793,759,468,291,6.43602,3.96846,2.46757,7,21.875,0,0
Bradford,202021,SEN primary need No specialist assessment,Total,178,65061,5854,3699,2155,8.99771,5.68543,3.31228,44,24.7191,4,2.247191011
Bradford,202021,SEN primary need No specialist assessment,State-funded primary,132,48755,3952,2518,1434,8.10584,5.1646,2.94124,33,25,1,0.757575758
Bradford,202021,SEN primary need No specialist assessment,Special,1,368,116,106,10,31.52174,28.80435,2.71739,1,100,0,0
Bradford,202021,SEN primary need No specialist assessment,State-funded secondary,45,15938,1786,1075,711,11.20592,6.74489,4.46104,10,22.22222,3,6.666666667
Bradford,202122,SEN primary need No specialist assessment,State-funded primary,133,47772,4615,3143,1472,9.66047,6.57917,3.0813,41,30.82707,5,3.759398496
Bradford,202122,SEN primary need No specialist assessment,State-funded secondary,81,27075,3725,1915,1810,13.75808,7.07295,6.68513,32,39.50617,7,8.641975309
Bradford,202122,FSM eligible in last 6 years,Total,28356,9744151,1204267,621978,582289,12.35887,6.38309,5.97578,11720,41.33164,1358,4.789109889
Bradford,201718,SEN primary need Other difficulty/disability,State-funded primary,279,100485,6696,4616,2080,6.66368,4.59372,2.06996,59,21.14695,2,0.716845878
Bradford,201718,SEN primary need Other difficulty/disability,Special,2,744,64,63,1,8.60215,8.46774,0.13441,1,50,0,0
Bradford,201718,SEN primary need Other difficulty/disability,Total,402,143218,10537,7114,3423,7.35732,4.96725,2.39006,88,21.89055,5,1.243781095
Bradford,201718,SEN primary need Other difficulty/disability,State-funded secondary,121,41989,3777,2435,1342,8.99521,5.79914,3.19608,28,23.1405,3,2.479338843
Bradford,201819,SEN primary need Other difficulty/disability,Special,2,270,53,12,41,19.62963,4.44444,15.18519,1,50,0,0
Bradford,201819,SEN primary need Other difficulty/disability,State-funded primary,273,101224,6727,4882,1845,6.64566,4.82297,1.82269,66,24.17582,0,0
Bradford,201819,SEN primary need Other difficulty/disability,State-funded secondary,139,50392,4298,2797,1501,8.52913,5.55048,2.97865,37,26.61871,2,1.438848921
Bradford,201819,SEN primary need Other difficulty/disability,Total,414,151886,11078,7691,3387,7.29363,5.06367,2.22996,104,25.12077,2,0.483091787
Bradford,202021,SEN primary need Other difficulty/disability,State-funded primary,208,76289,5815,4284,1531,7.62233,5.61549,2.00684,54,25.96154,4,1.923076923
Bradford,202021,SEN primary need Other difficulty/disability,Special,2,740,124,114,10,16.75676,15.40541,1.35135,2,100,0,0
Bradford,202021,SEN primary need Other difficulty/disability,Total,380,137406,11733,8503,3230,8.53893,6.18823,2.3507,110,28.94737,7,1.842105263
Bradford,202021,SEN primary need Other difficulty/disability,State-funded secondary,170,60377,5794,4105,1689,9.59637,6.79895,2.79742,54,31.76471,3,1.764705882
Bradford,202122,SEN primary need Other difficulty/disability,Special,2,548,43,41,2,7.84672,7.48175,0.36496,0,0,0,0
Bradford,202122,SEN primary need Other difficulty/disability,State-funded primary,207,76200,8331,6475,1856,10.93307,8.49738,2.4357,79,38.16425,6,2.898550725
Bradford,202122,SEN primary need Other difficulty/disability,State-funded secondary,180,63005,10253,6574,3679,16.27331,10.43409,5.83922,84,46.66667,15,8.333333333
Bradford,202122,Ethnicity Minor Pakistani,Total,30142,10631948,937667,549133,388534,8.81933,5.16493,3.6544,9204,30.53547,460,1.526109747
Bradford,201718,SEN primary need Physical disability,Total,487,171893,16525,13032,3493,9.61354,7.58146,2.03208,145,29.77413,8,1.642710472
Bradford,201718,SEN primary need Physical disability,Special,48,17277,2621,2413,208,15.17046,13.96655,1.20391,25,52.08333,1,2.083333333
Bradford,201718,SEN primary need Physical disability,State-funded secondary,180,62682,6832,4879,1953,10.89946,7.78373,3.11573,58,32.22222,6,3.333333333
Bradford,201718,SEN primary need Physical disability,State-funded primary,259,91934,7072,5740,1332,7.69248,6.24361,1.44887,62,23.93822,1,0.386100386
Bradford,201819,SEN primary need Physical disability,State-funded primary,262,96679,8688,6803,1885,8.98644,7.03669,1.94975,73,27.8626,4,1.526717557
Bradford,201819,SEN primary need Physical disability,State-funded secondary,208,72920,8408,5785,2623,11.53044,7.93335,3.59709,73,35.09615,7,3.365384615
Bradford,201819,SEN primary need Physical disability,Total,531,191924,20133,15409,4724,10.49009,8.0287,2.46139,176,33.14501,13,2.448210923
Bradford,201819,SEN primary need Physical disability,Special,61,22325,3037,2821,216,13.60358,12.63606,0.96753,30,49.18033,2,3.278688525
Bradford,202021,SEN primary need Physical disability,Total,572,202846,25991,20100,5891,12.81317,9.909,2.90417,221,38.63636,27,4.72027972
Bradford,202021,SEN primary need Physical disability,State-funded secondary,241,82741,12246,8781,3465,14.8004,10.61263,4.18777,106,43.9834,15,6.22406639
Bradford,202021,SEN primary need Physical disability,State-funded primary,269,97782,8353,6546,1807,8.54247,6.69448,1.84799,71,26.39405,5,1.858736059
Bradford,202021,SEN primary need Physical disability,Special,62,22323,5392,4773,619,24.15446,21.38153,2.77292,44,70.96774,7,11.29032258
Bradford,202122,SEN primary need Physical disability,Special,70,25300,4940,4436,504,19.52569,17.5336,1.99209,42,60,6,8.571428571
Bradford,202122,SEN primary need Physical disability,State-funded primary,245,89294,9928,7348,2580,11.11833,8.229,2.88933,89,36.32653,7,2.857142857
Bradford,202122,SEN primary need Physical disability,State-funded secondary,251,87332,16634,10816,5818,19.04686,12.38492,6.66193,139,55.37849,24,9.561752988
Bradford,202122,First language Known or believed to be other than English,Total,30532,10570472,970134,515949,454185,9.17777,4.88104,4.29673,9542,31.25246,762,2.495742172
Bradford,201718,SEN primary need Profound and multiple learning difficulty,State-funded secondary,4,1459,54,44,10,3.70117,3.01576,0.6854,0,0,0,0
Bradford,201718,SEN primary need Profound and multiple learning difficulty,State-funded primary,24,8378,831,619,212,9.91884,7.3884,2.53044,8,33.33333,0,0
Bradford,201718,SEN primary need Profound and multiple learning difficulty,Total,182,64660,9305,8512,793,14.39066,13.16424,1.22642,90,49.45055,8,4.395604396
Bradford,201718,SEN primary need Profound and multiple learning difficulty,Special,154,54823,8420,7849,571,15.35852,14.31698,1.04153,82,53.24675,8,5.194805195
Bradford,201819,SEN primary need Profound and multiple learning difficulty,Total,153,56103,10532,9968,564,18.77261,17.76732,1.00529,83,54.24837,14,9.150326797
Bradford,201819,SEN primary need Profound and multiple learning difficulty,Special,133,48679,9857,9423,434,20.24898,19.35742,0.89155,78,58.64662,13,9.77443609
Bradford,201819,SEN primary need Profound and multiple learning difficulty,State-funded primary,16,5928,604,510,94,10.18893,8.60324,1.5857,4,25,1,6.25
Bradford,201819,SEN primary need Profound and multiple learning difficulty,State-funded secondary,4,1496,71,35,36,4.74599,2.33957,2.40642,1,25,0,0
Bradford,202021,SEN primary need Profound and multiple learning difficulty,Total,164,59366,13612,12474,1138,22.92895,21.01203,1.91692,108,65.85366,20,12.19512195
Bradford,202021,SEN primary need Profound and multiple learning difficulty,State-funded primary,21,7830,555,490,65,7.08812,6.25798,0.83014,4,19.04762,0,0
Bradford,202021,SEN primary need Profound and multiple learning difficulty,Special,140,50564,12883,11837,1046,25.4786,23.40994,2.06867,102,72.85714,20,14.28571429
Bradford,202021,SEN primary need Profound and multiple learning difficulty,State-funded secondary,3,972,174,147,27,17.90123,15.12346,2.77778,2,66.66667,0,0
Bradford,202122,SEN primary need Profound and multiple learning difficulty,Special,140,50246,12929,11607,1322,25.7314,23.10035,2.63106,102,72.85714,22,15.71428571
Bradford,202122,SEN primary need Profound and multiple learning difficulty,State-funded primary,15,5643,647,562,85,11.46553,9.95924,1.50629,7,46.66667,0,0
Bradford,202122,SEN primary need Profound and multiple learning difficulty,State-funded secondary,3,1112,314,217,97,28.23741,19.51439,8.72302,2,66.66667,1,33.33333333
Bradford,202122,Ethnicity Minor White British,Total,34896,12315223,1084465,693144,391321,8.80589,5.62835,3.17754,8766,25.12036,1071,3.06911967
Bradford,201718,SEN primary need Severe learning difficulty,State-funded primary,54,18610,1159,922,237,6.22783,4.95433,1.27351,11,20.37037,0,0
Bradford,201718,SEN primary need Severe learning difficulty,Special,227,79921,7774,6461,1313,9.72711,8.08423,1.64287,71,31.27753,2,0.881057269
Bradford,201718,SEN primary need Severe learning difficulty,Total,329,114579,10188,8145,2043,8.89168,7.10863,1.78305,92,27.96353,4,1.215805471
Bradford,201718,SEN primary need Severe learning difficulty,State-funded secondary,48,16048,1255,762,493,7.82029,4.74826,3.07203,10,20.83333,2,4.166666667
Bradford,201819,SEN primary need Severe learning difficulty,Special,225,81747,7974,7045,929,9.75449,8.61805,1.13643,68,30.22222,4,1.777777778
Bradford,201819,SEN primary need Severe learning difficulty,State-funded primary,57,20122,1078,810,268,5.35732,4.02544,1.33188,13,22.80702,0,0
Bradford,201819,SEN primary need Severe learning difficulty,State-funded secondary,50,18156,1299,847,452,7.15466,4.66512,2.48954,10,20,0,0
Bradford,201819,SEN primary need Severe learning difficulty,Total,332,120025,10351,8702,1649,8.62404,7.25016,1.37388,91,27.40964,4,1.204819277
Bradford,202021,SEN primary need Severe learning difficulty,State-funded primary,59,20967,2300,1560,740,10.96962,7.44026,3.52936,24,40.67797,1,1.694915254
Bradford,202021,SEN primary need Severe learning difficulty,Special,204,72171,14341,12640,1701,19.87086,17.51396,2.3569,136,66.66667,9,4.411764706
Bradford,202021,SEN primary need Severe learning difficulty,Total,337,117929,20243,16883,3360,17.16541,14.31624,2.84917,193,57.27003,12,3.560830861
Bradford,202021,SEN primary need Severe learning difficulty,State-funded secondary,74,24791,3602,2683,919,14.52947,10.82248,3.70699,33,44.59459,2,2.702702703
Bradford,202122,SEN primary need Severe learning difficulty,Special,186,65623,9468,7791,1677,14.42787,11.87236,2.55551,83,44.62366,10,5.376344086
Bradford,202122,SEN primary need Severe learning difficulty,State-funded primary,51,18216,1920,1449,471,10.54018,7.95455,2.58564,20,39.21569,0,0
Bradford,202122,SEN primary need Severe learning difficulty,State-funded secondary,70,24784,2694,1319,1375,10.86992,5.32198,5.54793,23,32.85714,2,2.857142857
Bradford,202122,Ethnicity Major Asian Total,Total,35336,12453332,1066474,632822,433652,8.56376,5.08155,3.48222,10367,29.33835,519,1.468757075
Bradford,201718,SEN primary need Social emotional and mental health,Total,2545,877049,79826,39983,39843,9.10166,4.55881,4.54285,676,26.56189,86,3.379174853
Bradford,201718,SEN primary need Social emotional and mental health,Special,97,32620,3280,2071,1209,10.05518,6.34887,3.70632,26,26.80412,4,4.12371134
Bradford,201718,SEN primary need Social emotional and mental health,State-funded secondary,1084,361875,47120,18854,28266,13.02107,5.21009,7.81098,416,38.37638,68,6.273062731
Bradford,201718,SEN primary need Social emotional and mental health,State-funded primary,1364,482554,29426,19058,10368,6.09797,3.9494,2.14857,234,17.15543,14,1.026392962
Bradford,201819,SEN primary need Social emotional and mental health,State-funded primary,1394,501328,31223,19922,11301,6.22806,3.97385,2.25421,269,19.29699,9,0.645624103
Bradford,201819,SEN primary need Social emotional and mental health,State-funded secondary,1145,382839,57209,25226,31983,14.94336,6.58919,8.35416,474,41.39738,93,8.122270742
Bradford,201819,SEN primary need Social emotional and mental health,Total,2633,917956,91118,47096,44022,9.92618,5.13053,4.79565,769,29.20623,102,3.87390809
Bradford,201819,SEN primary need Social emotional and mental health,Special,94,33789,2686,1948,738,7.94933,5.76519,2.18414,26,27.65957,0,0
Bradford,202021,SEN primary need Social emotional and mental health,Total,2950,996778,146435,86093,60342,14.69083,8.63713,6.05371,1258,42.64407,242,8.203389831
Bradford,202021,SEN primary need Social emotional and mental health,State-funded secondary,1513,492463,92682,49697,42985,18.82009,10.09152,8.72857,793,52.41243,182,12.0290813
Bradford,202021,SEN primary need Social emotional and mental health,State-funded primary,1235,436093,35340,23880,11460,8.10378,5.4759,2.62788,319,25.82996,24,1.943319838
Bradford,202021,SEN primary need Social emotional and mental health,Special,202,68222,18413,12516,5897,26.98983,18.34599,8.64384,146,72.27723,36,17.82178218
Bradford,202122,SEN primary need Social emotional and mental health,Special,196,66513,15469,8749,6720,23.25711,13.15382,10.10329,121,61.73469,32,16.32653061
Bradford,202122,SEN primary need Social emotional and mental health,State-funded primary,1188,424111,40645,27021,13624,9.58358,6.37121,3.21237,400,33.67003,21,1.767676768
Bradford,202122,SEN primary need Social emotional and mental health,State-funded secondary,1505,495027,121149,57188,63961,24.47321,11.5525,12.92071,888,59.00332,297,19.73421927
Bradford,202122,Not minority ethnic,Total,36783,12811384,1143483,722452,421031,8.92552,5.63914,3.28638,9495,25.81356,1190,3.235190169
Bradford,201718,SEN primary need Specific learning difficulty,State-funded secondary,493,171073,11604,7334,4270,6.78307,4.28706,2.49601,81,16.43002,6,1.21703854
Bradford,201718,SEN primary need Specific learning difficulty,State-funded primary,474,166048,7981,5761,2220,4.80644,3.46948,1.33696,56,11.81435,0,0
Bradford,201718,SEN primary need Specific learning difficulty,Total,976,340217,20117,13555,6562,5.91299,3.98422,1.92877,141,14.44672,7,0.717213115
